code;url;product_name;brands;stores;nutrition_grade_fr;main_category_fr;countries_fr;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;image_url;image_small_url;last_modified_t
5050083714504;http://world-fr.openfoodfacts.org/produit/5050083714504/biscuits-moments-myrtilles-kellogg-s;Biscuits Moments - Myrtilles;Kellogg's,Special K;;d;Biscuits;France;1663.0;9.0;73.0;31.0;1.5;4.5;0.77;http://fr.openfoodfacts.org/images/products/505/008/371/4504/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/371/4504/front.12.200.jpg;1479830581
5050083776243;http://world-fr.openfoodfacts.org/produit/5050083776243/biscuits-moments-chocolat-biscuit-moments;Biscuits Moments Chocolat;Biscuit Moments,Special K,Kellogg's;;d;Biscuits;France;1658.0;9.0;72.0;28.0;2.0;5.0;0.73;http://fr.openfoodfacts.org/images/products/505/008/377/6243/front.13.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/6243/front.13.200.jpg;1442994185
5050083776250;http://world-fr.openfoodfacts.org/produit/5050083776250/biscuit-moments-kellogg-s;Biscuit Moments;Kellogg's,Kellogg's Spécial K;;d;Biscuits;France;1644.0;9.0;72.0;28.0;2.0;5.0;0.73;http://fr.openfoodfacts.org/images/products/505/008/377/6250/front.14.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/6250/front.14.200.jpg;1475168268
5050083779367;http://world-fr.openfoodfacts.org/produit/5050083779367/nutri-grain-croustillant-chocolat-kellogg-s;Nutri-Grain Croustillant Chocolat;Kellogg's;;c;Biscuits;France;1879.0;15.0;70.0;20.0;4.0;6.0;0.54;http://fr.openfoodfacts.org/images/products/505/008/377/9367/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/9367/front.3.200.jpg;1514822563
5050083779398;http://world-fr.openfoodfacts.org/produit/5050083779398/nutri-grain-croustillant-de-cereales-biscuite-kellogg-s;Nutri-Grain Croustillant de Céréales Biscuité;kellogg's;leclerc;c;Biscuits;France;1859.0;14.0;71.0;19.0;4.0;6.0;0.5;http://fr.openfoodfacts.org/images/products/505/008/377/9398/front.4.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/9398/front.4.200.jpg;1486228728
5050083779428;http://world-fr.openfoodfacts.org/produit/5050083779428/kellogg-s-nutri-grain-aux-cereales-completes;kellogg's Nutri-Grain aux céréales complètes;Kellogg's;Leclerc;c;Biscuits;France;1797.0;15.0;59.0;18.0;13.0;8.0;0.4826;http://fr.openfoodfacts.org/images/products/505/008/377/9428/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/9428/front.3.200.jpg;1430024226
5050083779459;http://world-fr.openfoodfacts.org/produit/5050083779459/kellogg-s-nutri-grain;Kellogg's Nutri-Grain;Kellogg's;Auchan;c;Biscuits;France;1870.0;16.0;63.0;24.0;9.0;8.0;0.4572;http://fr.openfoodfacts.org/images/products/505/008/377/9459/front.14.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/377/9459/front.14.200.jpg;1392850274
5050083917400;http://world-fr.openfoodfacts.org/produit/5050083917400/xtra-spicy-chilli-sauce-pringles;XTRA Spicy Chilli Sauce;Pringles;;d;Chips et frites;France;2121.0;;;3.2;2.7;4.3;2.1;http://fr.openfoodfacts.org/images/products/505/008/391/7400/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/008/391/7400/front.3.200.jpg;1487097282
5051882155802;http://world-fr.openfoodfacts.org/produit/5051882155802/chocolate-biscuits-weight-watchers;Chocolate Biscuits;Weight Watchers;;d;Biscuits;France;1946.0;19.6;63.5;29.8;4.8;6.3;0.41999999999999893;;;1507367683
5053827146111;http://world-fr.openfoodfacts.org/produit/5053827146111/disney-frozen-biscuits-multi-cereales-kellogg-s;Disney Frozen Biscuits multi-céréales;Kellogg's;Cora;c;Biscuits;France;1840.0;15.0;62.0;16.0;9.3;9.3;0.58;http://fr.openfoodfacts.org/images/products/505/382/714/6111/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/505/382/714/6111/front.6.200.jpg;1477500655
5053827146241;http://world-fr.openfoodfacts.org/produit/5053827146241/star-wars-biscuits-multi-cereales-kellogg-s;Star Wars Biscuits multi-céréales;Kellogg's;Cora;c;Biscuits;France;1868.0;15.0;66.0;21.0;6.8;8.1;0.43;http://fr.openfoodfacts.org/images/products/505/382/714/6241/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/505/382/714/6241/front.7.200.jpg;1448103208
5053827155472;http://world-fr.openfoodfacts.org/produit/5053827155472/nutri-grain-croustillant-de-cereales-cranberries-graines-de-courge-kellogg-s;Nutri-Grain Croustillant de Céréales Cranberries & Graines de courge;Kellogg's;Cora;c;Biscuits;France;1903.0;17.0;65.0;19.0;4.6;7.8;0.5;;;1475583081
5053990101429;http://world-fr.openfoodfacts.org/produit/5053990101429/xtra-kickin-sour-cream-onion-pringles;Xtra kickin' sour cream & onion;Pringles;;d;Chips et frites;France;2125.0;32.0;51.0;3.2;2.6;4.3;1.9;http://fr.openfoodfacts.org/images/products/505/399/010/1429/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1429/front.6.200.jpg;1492953667
5053990101443;http://world-fr.openfoodfacts.org/produit/5053990101443/xtra-spicy-chilli-sauce-pringles;Xtra spicy chilli sauce;Pringles;Leclerc;d;Chips et frites;France;2122.0;31.0;52.0;3.2;2.7;4.3;2.1;http://fr.openfoodfacts.org/images/products/505/399/010/1443/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1443/front.3.200.jpg;1459841746
5053990101481;http://world-fr.openfoodfacts.org/produit/5053990101481/pringles-roast-chicken-herbs;Pringles Roast chicken & herbs ;Pringles;Leclerc;d;Chips et frites;France;2125.0;31.0;52.0;2.3;2.5;4.4;1.5;http://fr.openfoodfacts.org/images/products/505/399/010/1481/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1481/front.7.200.jpg;1454279595
5053990101511;http://world-fr.openfoodfacts.org/produit/5053990101511/classic-paprika-pringles;Classic paprika;Pringles;Super U,Auchan;d;Chips et frites;France;2109.0;31.0;52.0;3.5;2.8;4.7;1.6;http://fr.openfoodfacts.org/images/products/505/399/010/1511/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1511/front.9.200.jpg;1457465166
5053990101528;http://world-fr.openfoodfacts.org/produit/5053990101528/texas-bbq-sauce-pringles;Texas BBQ sauce;Pringles;Super U;d;Chips et frites;France;2119.0;31.0;52.0;4.5;2.7;4.1;1.6;http://fr.openfoodfacts.org/images/products/505/399/010/1528/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1528/front.8.200.jpg;1469517662
5053990101535;http://world-fr.openfoodfacts.org/produit/5053990101535/cheese-onion-pringles;Cheese & Onion;Pringles;Casino;d;Chips et frites;France;2116.0;31.0;53.0;3.5;2.5;3.8;1.9;http://fr.openfoodfacts.org/images/products/505/399/010/1535/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1535/front.9.200.jpg;1493205394
5053990101542;http://world-fr.openfoodfacts.org/produit/5053990101542/hot-spicy-pringles;Hot & spicy;Pringles;Carrefour;d;Chips et frites;France;2106.0;32.0;51.0;3.0;2.6;4.3;1.6002;http://fr.openfoodfacts.org/images/products/505/399/010/1542/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1542/front.12.200.jpg;1511984233
5053990101597;http://world-fr.openfoodfacts.org/produit/5053990101597/sour-cream-onion-pringles;Sour Cream & Onion;Pringles;Cora,Intermarché;d;Chips et frites;France;2130.0;32.0;52.0;3.1;2.6;3.9;1.52;http://fr.openfoodfacts.org/images/products/505/399/010/1597/front.10.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1597/front.10.200.jpg;1495982871
5053990101771;http://world-fr.openfoodfacts.org/produit/5053990101771/texas-bbq-sauce-pringles;Texas BBQ sauce;Pringles;Lidl;d;Chips et frites;France;2117.0;31.0;52.0;4.5;2.7;4.1;1.6;http://fr.openfoodfacts.org/images/products/505/399/010/1771/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1771/front.8.200.jpg;1459239786
5053990101863;http://world-fr.openfoodfacts.org/produit/5053990101863/salt-vinegar-pringles;Salt & Vinegar;Pringles;;d;Chips et frites;France;2121.0;;;3.8;2.4;4.0;2.3;http://fr.openfoodfacts.org/images/products/505/399/010/1863/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/1863/front.3.200.jpg;1489774440
5053990106776;http://world-fr.openfoodfacts.org/produit/5053990106776/smokey-bacon-flavour-pringles;Smokey Bacon flavour;Pringles;Auchan;d;Chips et frites;France;2122.0;31.0;51.0;2.8;2.8;4.8;1.5;http://fr.openfoodfacts.org/images/products/505/399/010/6776/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/6776/front.7.200.jpg;1456863669
5053990107308;http://world-fr.openfoodfacts.org/produit/5053990107308/sweet-paprika-pringles;Sweet Paprika;Pringles;Apriba;d;Chips et frites;France;2106.0;31.0;52.0;3.1;2.7;4.7;2.1;;;1493574316
5053990107339;http://world-fr.openfoodfacts.org/produit/5053990107339/original-pringles;Original;pringles;;d;Chips et frites;France;2159.0;33.0;51.0;1.4;2.6;3.8;1.4;http://fr.openfoodfacts.org/images/products/505/399/010/7339/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/7339/front.3.200.jpg;1509974831
5053990107384;http://world-fr.openfoodfacts.org/produit/5053990107384/sour-cream-onion-pringles;Sour Cream & Onion;Pringles;;d;Chips et frites;France;2130.0;32.0;52.0;3.1;2.6;3.9;1.5;http://fr.openfoodfacts.org/images/products/505/399/010/7384/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/010/7384/front.8.200.jpg;1493561211
5053990109418;http://world-fr.openfoodfacts.org/produit/5053990109418/original-special-offer-pringles;Original (special offer);Pringles;;d;Chips et frites;France;2161.0;33.0;51.0;1.4;2.6;3.8;1.4;;;1485186284
5053990110278;http://world-fr.openfoodfacts.org/produit/5053990110278/pringles-tortilla-chips-original;Pringles Tortilla Chips Original;Pringles;carrefour;c;Chips et frites;France;2004.0;30.0;48.0;3.6;5.7;5.7;1.4;;;1493199111
5053990110285;http://world-fr.openfoodfacts.org/produit/5053990110285/tortilla-chips-sour-cream-pringles;Tortilla Chips Sour cream;Pringles;Carrefour;c;Chips et frites;France;1994.0;29.0;48.0;5.3;5.6;6.1;1.8;;;1491934489
5053990113606;http://world-fr.openfoodfacts.org/produit/5053990113606/pigs-in-blankets-pringles;Pigs in Blankets;Pringles;;d;Chips et frites;France;2125.0;31.0;52.0;2.0;2.7;4.3;1.6;;;1512896317
5053990113637;http://world-fr.openfoodfacts.org/produit/5053990113637/tortilla-chips-original-pringles;Tortilla Chips Original;Pringles;Simply,Noz;c;Chips et frites;France;2006.0;30.0;48.0;3.6;5.7;5.7;1.4;http://fr.openfoodfacts.org/images/products/505/399/011/3637/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/011/3637/front.7.200.jpg;1483864793
5053990113668;http://world-fr.openfoodfacts.org/produit/5053990113668/pringles-tortilla-chips-spicy-chilli;Pringles Tortilla Chips Spicy Chilli;Pringles;E.Leclerc;d;Chips et frites;France;2025.0;31.0;47.0;4.9;5.5;5.6;1.7;;;1496575050
5053990113699;http://world-fr.openfoodfacts.org/produit/5053990113699/tortilla-chips-nacho-cheese-pringles;Tortilla Chips Nacho Cheese;Pringles;Auchan,Noz;d;Chips et frites;France;1974.0;29.0;48.0;3.5;5.6;5.9;2.3;http://fr.openfoodfacts.org/images/products/505/399/011/3699/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/011/3699/front.5.200.jpg;1512240238
5053990113750;http://world-fr.openfoodfacts.org/produit/5053990113750/pizza-flavour-pringles;Pizza Flavour;Pringles;Carrefour;d;Chips et frites;France;2125.0;31.0;52.0;3.3;2.5;4.2;1.5;http://fr.openfoodfacts.org/images/products/505/399/011/3750/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/505/399/011/3750/front.6.200.jpg;1459841763
5053990114047;http://world-fr.openfoodfacts.org/produit/5053990114047/pringles-ooooriginal;Pringles Ooooriginal;Pringles;;d;Chips et frites;France;2181.0;33.0;51.0;1.4;2.5;3.8;1.4;;;1493227979
5053990114085;http://world-fr.openfoodfacts.org/produit/5053990114085/pringles-sour-cream-onion;Pringles Sour Cream & Onion;Pringles;;d;Chips et frites;France;2130.0;32.0;52.0;3.1;2.6;3.9;1.5;;;1498247628
5053990118977;http://world-fr.openfoodfacts.org/produit/5053990118977/pringles-hot-spicy;Pringles Hot & Spicy;Pringles;Leclerc;d;Chips et frites;France;2113.0;31.0;51.0;3.0;2.8;4.4;1.63;;;1509283839
5053990119004;http://world-fr.openfoodfacts.org/produit/5053990119004/pringles-original-tuiles-salees;PRINGLES : Original Tuiles salées;Pringles;;d;Chips et frites;France;2151.0;33.0;51.0;1.2;2.7;4.0;1.32;;;1512662839
5053990119035;http://world-fr.openfoodfacts.org/produit/5053990119035/tuiles-creme-oignon-pringles;Tuiles Crème & Oignon;Pringles;;d;Chips et frites;France;2117.0;32.0;51.0;3.1;2.7;4.0;1.5;;;1509890426
5053990119226;http://world-fr.openfoodfacts.org/produit/5053990119226/roast-chicken-herbs-pringles;Roast Chicken & Herbs;Pringles;;d;Chips et frites;France;2118.0;31.0;51.0;3.5;2.7;4.6;1.6;;;1496264073
5053990123384;http://world-fr.openfoodfacts.org/produit/5053990123384/grilled-paprika-flavour-pringles;Grilled Paprika Flavour;Pringles;;d;Chips et frites;France;2114.0;31.0;51.0;2.6;2.9;4.9;1.5;;;1507050538
5053990124015;http://world-fr.openfoodfacts.org/produit/5053990124015/sour-cream-onion-pringles;Sour Cream & Onion;Pringles;;d;Chips et frites;France;2117.0;32.0;51.0;3.1;2.7;4.0;1.5;;;1509890606
5053990126071;http://world-fr.openfoodfacts.org/produit/5053990126071/tortilla-chips-smokey-bbq-pringles;Tortilla Chips Smokey BBQ;Pringles;;d;Chips et frites;France;2013.0;30.0;48.0;6.3;5.4;5.5;1.8;;;1504174090
5053990126194;http://world-fr.openfoodfacts.org/produit/5053990126194/xmas-turkey-pringles;Xmas Turkey;Pringles;;d;Chips et frites;France;2133.0;31.0;53.0;2.3;2.6;4.4;1.3;;;1499967593
5053990127641;http://world-fr.openfoodfacts.org/produit/5053990127641/cheese-onion-pringles;Cheese & onion;Pringles;;d;Chips et frites;France;2105.0;31.0;52.0;2.8;2.6;3.8;1.8;;;1502787934
5053990127733;http://world-fr.openfoodfacts.org/produit/5053990127733/pringles-sel-et-vinaigre;Pringles sel et vinaigre;Pringles;;d;Chips et frites;France;2100.0;31.0;52.0;3.6;2.6;3.7;2.3;;;1509122462
5053990128495;http://world-fr.openfoodfacts.org/produit/5053990128495/ham-cheese-flavour-pringles;Ham & Cheese Flavour;Pringles;Cora;d;Chips et frites;France;2121.0;32.0;51.0;4.3;2.6;4.5;1.7;;;1509604574
5053990128501;http://world-fr.openfoodfacts.org/produit/5053990128501/sweet-chili-pringles;Sweet Chili;Pringles;Cora;d;Chips et frites;France;2117.0;31.0;52.0;4.7;2.7;4.1;1.63;;;1508673590
5053990139545;http://world-fr.openfoodfacts.org/produit/5053990139545/pringles-hot-spicy;Pringles Hot & Spicy;Pringles;;d;Chips et frites;France;2109.0;31.0;51.0;3.0;2.8;4.4;1.6;;;1510075038
5053990139552;http://world-fr.openfoodfacts.org/produit/5053990139552/pringles-paprika;Pringles paprika;Pringles;;d;Chips et frites;France;2100.0;31.0;51.0;3.3;2.9;4.7;1.6;;;1497856879
5060042640690;http://world-fr.openfoodfacts.org/produit/5060042640690/sea-salt-cider-vinegar-tyrrells;Sea salt & cider vinegar;Tyrrells;TGV Paris-Lyon;d;Chips et frites;France;1987.0;26.7;49.7;1.7;0.0;6.1;1.5;http://fr.openfoodfacts.org/images/products/506/004/264/0690/front.11.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/0690/front.11.200.jpg;1505915532
5060042640768;http://world-fr.openfoodfacts.org/produit/5060042640768/mature-cheddar-chive-tyrrells;Mature Cheddar & Chive;Tyrrells;;d;Chips et frites;France;1867.0;23.1;53.7;3.1;;6.9;1.3;http://fr.openfoodfacts.org/images/products/506/004/264/0768/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/0768/front.6.200.jpg;1509617022
5060042640775;http://world-fr.openfoodfacts.org/produit/5060042640775/tyrells-sea-salt-black-pepper-tyrrells;Tyrells sea salt & black pepper;Tyrrells;;d;Chips et frites;France;1849.0;;;2.0;0.0;6.3;1.3;;;1487500380
5060042640782;http://world-fr.openfoodfacts.org/produit/5060042640782/veg-crisps-tyrrells;Veg Crisps;Tyrrells;;e;Chips et frites;France;2117.0;35.7;38.6;22.5;0.0;4.7;1.4;http://fr.openfoodfacts.org/images/products/506/004/264/0782/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/0782/front.3.200.jpg;1510939810
5060042640812;http://world-fr.openfoodfacts.org/produit/5060042640812/veg-crisps-parsnip-crisps-with-black-pepper-sea-salt-tyrrells;Veg Crisps Parsnip crisps with black pepper & sea salt;Tyrrells;;d;Chips et frites;France;2041.0;33.1;42.0;17.1;13.2;3.8;1.27;http://fr.openfoodfacts.org/images/products/506/004/264/0812/front.12.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/0812/front.12.200.jpg;1476219543
5060042640836;http://world-fr.openfoodfacts.org/produit/5060042640836/veg-crisps-tyrrells;Veg Crisps;Tyrrells;;e;Chips et frites;France;2102.0;35.7;38.6;22.5;;4.7;1.4;;;1476298109
5060042641420;http://world-fr.openfoodfacts.org/produit/5060042641420/sea-salt-cracked-black-pepper-tyrrells;Sea Salt & Cracked Black Pepper;Tyrrells;;c;Chips et frites;France;1867.0;22.7;53.9;2.0;4.2;6.3;1.27;http://fr.openfoodfacts.org/images/products/506/004/264/1420/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/1420/front.8.200.jpg;1479052690
5060042641437;http://world-fr.openfoodfacts.org/produit/5060042641437/nature-cheddar-chive-tyrrells;Nature cheddar & chive ;Tyrrells;;d;Chips et frites;France;1870.0;23.1;53.7;3.1;0.0;6.9;1.3;http://fr.openfoodfacts.org/images/products/506/004/264/1437/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/1437/front.5.200.jpg;1489326045
5060042641789;http://world-fr.openfoodfacts.org/produit/5060042641789/hand-cooked-english-crisps-naked-no-salt-tyrrell-s;Hand-cooked English crisps Naked (no salt);Tyrrell's;Auchan;c;Chips et frites;France;1886.0;24.5;50.8;1.3;;5.6;0.0;;;1501242003
5060042643363;http://world-fr.openfoodfacts.org/produit/5060042643363/mature-cheddar-cheese-pickled-onions-furrows-tyrrells;Mature Cheddar Cheese & Pickled Onions Furrows;Tyrrells;;d;Chips et frites;France;2059.0;26.04;53.7;2.0;;7.5;2.1;http://fr.openfoodfacts.org/images/products/506/004/264/3363/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/3363/front.3.200.jpg;1499515339
5060042643509;http://world-fr.openfoodfacts.org/produit/5060042643509/tyrrell-s-sea-salt-vinegar-tyrrells;Tyrrell's sea salt & vinegar;Tyrrells;;d;Chips et frites;France;1979.0;24.5;58.2;2.3;0.0;5.7;1.8;;;1488387147
5060042648078;http://world-fr.openfoodfacts.org/produit/5060042648078/red-white-blue-crisps-tyrrell-s;Red, white & blue crisps;Tyrrell's;Monoprix;c;Chips et frites;France;1998.0;25.4;54.7;1.3;;5.4;0.5;;;1485001524
5060042649082;http://world-fr.openfoodfacts.org/produit/5060042649082/chips-aberdeen-angus-beef-english-mustard-tyrrells;Chips Aberdeen Angus beef & English mustard;Tyrrells;;d;Chips et frites;France;2070.0;28.1;49.5;1.7;;7.5;1.1;http://fr.openfoodfacts.org/images/products/506/004/264/9082/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/506/004/264/9082/front.7.200.jpg;1476219664
5060229500205;http://world-fr.openfoodfacts.org/produit/5060229500205/fairfields-crisps-lightly-sea-salted;Fairfields Crisps Lightly Sea Salted;Fairfields;;b;Chips et frites;France;2130.0;28.0;;1.0;5.0;6.0;0.570000000000001;;;1493204406
5060334750908;http://world-fr.openfoodfacts.org/produit/5060334750908/chip-strips-gout-fromage-et-oignon-cooke-s;Chip Strips goût Fromage et Oignon;Cooke's;Auchan;e;Chips et frites;France;2135.0;26.0;62.0;1.0;;7.0;1.7;http://fr.openfoodfacts.org/images/products/506/033/475/0908/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/506/033/475/0908/front.8.200.jpg;1490368165
5076118031699;http://world-fr.openfoodfacts.org/produit/5076118031699/pepito-chocolat-noir;Pépito Chocolat Noir;Pépito,LU;Carrefour,Leclerc;e;Biscuits;France;2085.0;22.0;66.0;28.0;4.0;7.0;0.68;http://fr.openfoodfacts.org/images/products/507/611/803/1699/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/507/611/803/1699/front.9.200.jpg;1486400952
5076118212494;http://world-fr.openfoodfacts.org/produit/5076118212494/petits-coeurs-choco-croc-pocket-lu;Petits coeurs Choco'croc Pocket;LU,Mondelez international;Super U;e;Biscuits;France;2045.0;23.0;61.0;43.0;4.2;6.8;0.1524;http://fr.openfoodfacts.org/images/products/507/611/821/2494/front.3.400.jpg;http://fr.openfoodfacts.org/images/products/507/611/821/2494/front.3.200.jpg;1402997572
5390248530007;http://world-fr.openfoodfacts.org/produit/5390248530007/roast-beef-irish-stout-potato-crisps-keogh-s;Roast Beef & Irish Stout Potato Crisps;Keogh's;;c;Chips et frites;France;2120.0;27.0;56.0;1.6;5.0;6.4;1.2;http://fr.openfoodfacts.org/images/products/539/024/853/0007/front.5.400.jpg;http://fr.openfoodfacts.org/images/products/539/024/853/0007/front.5.200.jpg;1491207980
5391517593358;http://world-fr.openfoodfacts.org/produit/5391517593358/custard-creams-bolands;Custard Creams;Bolands;Le-comptoir-irlandais;e;Biscuits;France;2132.0;24.5;66.5;27.4;2.1;4.6;0.48;http://fr.openfoodfacts.org/images/products/539/151/759/3358/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/539/151/759/3358/front.8.200.jpg;1435946528
5400111026886;http://world-fr.openfoodfacts.org/produit/5400111026886/tortilla-chips-naturel-delhaize;Tortilla chips Naturel;Delhaize;;b;Chips et frites;France;2008.0;21.5;62.8;1.5;4.0;6.7;0.8;;;1510137457
5400111053387;http://world-fr.openfoodfacts.org/produit/5400111053387/boudoirs-delhaize;Boudoirs;Delhaize;;e;Biscuits;France;2113.0;;;40.0;1.5;4.7;0.29999999999999893;;;1489586099
5400113519492;http://world-fr.openfoodfacts.org/produit/5400113519492/chips-cuites-a-la-main-hot-piri-piri-taste-of-inspiration-delhaize;Chips cuites à la main (Hot Piri Piri);Taste Of Inspiration ( Delhaize);;e;Chips et frites;France;2100.0;;;52.4;6.4;6.1;1.3;;;1497199343
5400141053111;http://world-fr.openfoodfacts.org/produit/5400141053111/speculoos-bio-time;Spéculoos Bio-Time;Bio-time;Colyrut;d;Biscuits;France;1997.0;18.4;69.9;31.0;3.7;5.8;0.9296399999999999;http://fr.openfoodfacts.org/images/products/540/014/105/3111/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/540/014/105/3111/front.8.200.jpg;1408729307
5400141211498;http://world-fr.openfoodfacts.org/produit/5400141211498/sprits;Sprits;;;e;Biscuits;France;2231.0;31.0;58.0;22.2;2.1;4.8;0.635;;;1412947855
5400247009098;http://world-fr.openfoodfacts.org/produit/5400247009098/sprits-winny;Sprits;Winny;Cora;e;Biscuits;France;2228.0;31.0;57.8;21.9;2.1;4.7;0.59944;http://fr.openfoodfacts.org/images/products/540/024/700/9098/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/700/9098/front.6.200.jpg;1419695900
5400247018434;http://world-fr.openfoodfacts.org/produit/5400247018434/pommes-frites-prefrites-surgelees-winny;Pommes frites préfrites surgelées;Winny;Cora;a;Chips et frites;France;538.0;3.4;21.1;0.2;2.3;2.1;0.07;http://fr.openfoodfacts.org/images/products/540/024/701/8434/front.9.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/701/8434/front.9.200.jpg;1427016022
5400247021175;http://world-fr.openfoodfacts.org/produit/5400247021175/assortiment-de-biscuits-winny;Assortiment de biscuits;Winny;Cora;d;Biscuits;France;1980.0;18.0;69.0;24.0;2.5;7.0;0.5;http://fr.openfoodfacts.org/images/products/540/024/702/1175/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/702/1175/front.8.200.jpg;1427831715
5400247029614;http://world-fr.openfoodfacts.org/produit/5400247029614/barquettes-a-l-abricot-winny;Barquettes à l'abricot;Winny;Cora;d;Biscuits;France;1493.0;4.7;72.0;51.0;1.5;4.9;0.36;http://fr.openfoodfacts.org/images/products/540/024/702/9614/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/702/9614/front.6.200.jpg;1435159251
5400247029621;http://world-fr.openfoodfacts.org/produit/5400247029621/barquettes-a-la-fraise-winny;Barquettes à la fraise;Winny;Cora;d;Biscuits;France;1493.0;4.7;72.0;51.5;1.5;4.9;0.53;http://fr.openfoodfacts.org/images/products/540/024/702/9621/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/702/9621/front.6.200.jpg;1427130600
5400247031297;http://world-fr.openfoodfacts.org/produit/5400247031297/savoiardi-winny;Savoiardi;Winny;Cora;d;Biscuits;France;1599.0;3.8;76.5;42.0;;8.5;0.25;http://fr.openfoodfacts.org/images/products/540/024/703/1297/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/703/1297/front.7.200.jpg;1431096305
5400247031372;http://world-fr.openfoodfacts.org/produit/5400247031372/sprits-avec-chocolat-au-lait-winny;Sprits avec Chocolat au lait;Winny;G20;e;Biscuits;France;2250.0;32.0;56.8;27.8;2.2;4.9;0.59944;http://fr.openfoodfacts.org/images/products/540/024/703/1372/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/703/1372/front.6.200.jpg;1490623494
5400247032089;http://world-fr.openfoodfacts.org/produit/5400247032089/biscuits-fourres-parfum-chocolat-winny;Biscuits fourrés parfum Chocolat;Winny;Cora;d;Biscuits;France;1872.0;14.0;72.0;29.1;2.6;6.4;0.81;http://fr.openfoodfacts.org/images/products/540/024/703/2089/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/703/2089/front.8.200.jpg;1427722208
5400247050571;http://world-fr.openfoodfacts.org/produit/5400247050571/barquettes-au-chocolat-et-aux-noisettes-winny;Barquettes au chocolat et aux noisettes;Winny;Cora;d;Biscuits;France;2064.0;24.0;60.0;44.0;2.3;8.1;0.51;http://fr.openfoodfacts.org/images/products/540/024/705/0571/front.8.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/705/0571/front.8.200.jpg;1433960374
5400247062697;http://world-fr.openfoodfacts.org/produit/5400247062697/biscuit-avec-tablette-parfum-chocolat-lait-winny;Biscuit avec tablette parfum Chocolat lait;Winny;Cora;e;Biscuits;France;2100.0;22.9;67.0;39.2;2.4;5.5;0.49022;http://fr.openfoodfacts.org/images/products/540/024/706/2697/front.6.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/706/2697/front.6.200.jpg;1419695669
5400247062703;http://world-fr.openfoodfacts.org/produit/5400247062703/gouters-secs-winny;Goûters secs;Winny;Cora;d;Biscuits;France;1669.0;5.3;77.2;26.5;;8.1;1.37;http://fr.openfoodfacts.org/images/products/540/024/706/2703/front.7.400.jpg;http://fr.openfoodfacts.org/images/products/540/024/706/2703/front.7.200.jpg;1434014897
